City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,nova lima,-19.9856,-43.8467,73.71,81,85,2.95,BR,1675854740
288,bayevo,53.2833,80.7667,4.78,96,100,2.64,RU,1675854740
289,deputatskiy,69.3,139.9,-45.15,99,49,4.47,RU,1675854741
290,bertoua,4.5833,13.6833,96.42,10,23,4.41,CM,1675854741
291,longyearbyen,78.2186,15.6401,26.17,94,100,10.47,SJ,1675854742
292,port pirie,-33.1833,138.0167,84.74,23,51,10.51,AU,1675854743
293,saint-pierre,-21.3393,55.4781,82.62,71,55,15.32,RE,1675854575
294,elk river,45.3038,-93.5672,20.89,91,7,6.82,US,1675854744
295,huarmey,-10.0681,-78.1522,71.04,88,14,5.23,PE,1675854555
296,jiwani,25.05,61.7417,75.72,56,80,6.96,PK,1675854746
297,parati,-23.2178,-44.7131,77.27,92,77,1.43,BR,1675854746
298,sabha,27.0377,14.4283,66.9,21,36,20.24,LY,1675854747
299,port hardy,50.6996,-127.4199,39.45,83,63,6.82,CA,1675854747
300,yar-sale,66.8333,70.8333,9.9,94,100,20.92,RU,1675854748
301,cabo san lucas,22.8909,-109.9124,64.62,44,96,1.74,MX,1675854556
302,havre-saint-pierre,50.2334,-63.5986,22.95,95,100,13.89,CA,1675854531
303,namtsy,62.7161,129.6658,-43.42,100,96,0.81,RU,1675854750
304,urumqi,43.801,87.6005,26.92,75,4,6.78,CN,1675854601
305,sakakah,29.9697,40.2064,54.41,32,8,19.69,SA,1675854550
306,lakes entrance,-37.8811,147.981,65.16,87,83,15.99,AU,1675854751
307,gandu,-13.7439,-39.4867,77.38,64,92,2.8,BR,1675854751
308,vikulovo,56.8167,70.6107,0.95,97,57,4.03,RU,1675854752
309,bay roberts,47.5999,-53.2648,29.61,96,100,19.89,CA,1675854752
310,praia da vitoria,38.7333,-27.0667,56.32,62,74,12.35,PT,1675854753
311,kurumkan,54.3,110.3,1.69,95,100,2.26,RU,1675854753
312,kiama,-34.6833,150.8667,69.6,81,91,9.8,AU,1675854755
313,saskylakh,71.9167,114.0833,-32.01,100,98,3.91,RU,1675854756
314,anadyr,64.75,177.4833,-35.21,99,37,6.55,RU,1675854756
315,killybegs,54.6333,-8.45,47.35,78,100,25.48,IE,1675854757
316,huoqiu,32.3394,116.2694,46.67,67,100,11.92,CN,1675854757
317,surt,31.2089,16.5887,57.74,55,99,22.73,LY,1675854758
318,asau,46.4333,26.4,24.28,78,100,7.63,RO,1675854759
319,el tigre,8.8875,-64.2454,70.09,91,21,9.82,VE,1675854759
320,ponta do sol,32.6667,-17.1,61.72,63,46,3.15,PT,1675854472
321,porto murtinho,-21.6989,-57.8825,74.7,94,98,3.53,BR,1675854687
322,chumikan,54.7183,135.315,-15.0,86,92,10.58,RU,1675854760
323,coihaique,-45.5752,-72.0662,62.55,72,75,6.91,CL,1675854534
324,namatanai,-3.6667,152.4333,81.7,71,89,2.46,PG,1675854547
325,dudinka,69.4058,86.1778,-8.03,98,99,10.16,RU,1675854473
326,phan thiet,10.9333,108.1,78.87,76,16,15.01,VN,1675854571
327,ontario,34.0633,-117.6509,54.5,30,98,4.03,US,1675854518
328,tongchuan,35.0806,109.0897,33.51,95,100,7.09,CN,1675854762
329,villa carlos paz,-31.4241,-64.4978,77.76,43,7,2.75,AR,1675854762
330,adre,13.4667,22.2,82.99,10,73,20.98,TD,1675854763
331,pangnirtung,66.1451,-65.7125,-27.29,81,1,6.17,CA,1675854763
332,araouane,18.9048,-3.5265,78.33,13,62,17.81,ML,1675854764
333,mandan,46.8267,-100.8896,26.83,88,82,5.3,US,1675854764
334,te anau,-45.4167,167.7167,45.05,83,84,3.18,NZ,1675854765
335,espoo,60.25,24.6667,35.67,94,100,8.16,FI,1675854765
336,charters towers,-20.1,146.2667,80.22,70,100,13.78,AU,1675854766
337,krasnosilka,46.6226,30.7742,33.08,42,30,19.48,UA,1675854766
338,seymchan,62.8833,152.4333,-29.11,99,100,2.21,RU,1675854766
339,torbay,47.6666,-52.7314,29.46,97,100,23.02,CA,1675854767
340,ingenbohl,47.0046,8.6148,37.72,66,100,1.14,CH,1675854767
341,talakan,50.3167,130.3667,-20.61,99,20,3.33,RU,1675854768
342,kamenka,51.3223,42.7678,17.51,87,19,7.76,RU,1675854768
343,lyubokhna,53.5033,34.3885,25.03,74,34,6.53,RU,1675854769
344,olafsvik,64.8945,-23.7142,26.51,72,100,22.35,IS,1675854769
345,uglekamensk,43.2172,133.2303,10.0,93,38,2.82,RU,1675854769
346,ahipara,-35.1667,173.1667,63.55,87,27,7.45,NZ,1675854770
347,abashiri,44.0213,144.2697,19.09,94,100,3.8,JP,1675854770
348,wajima,37.4,136.9,39.47,60,100,12.57,JP,1675854771
349,cascais,38.6979,-9.4215,50.76,87,87,17.36,PT,1675854771
350,pasighat,28.0667,95.3333,67.69,55,56,1.83,IN,1675854772
351,luorong,24.4058,109.6086,58.14,91,96,4.03,CN,1675854772
352,bosaso,11.2842,49.1816,81.54,62,25,9.8,SO,1675854773
353,faya,18.3851,42.4509,66.22,44,75,9.8,SA,1675854773
354,pasni,25.2631,63.471,73.81,59,100,11.86,PK,1675854774
355,severo-kurilsk,50.6789,156.125,23.14,80,84,17.94,RU,1675854774
356,atambua,-9.1061,124.8925,74.12,92,100,1.23,ID,1675854775
357,provideniya,64.3833,-173.3,-17.72,99,96,3.56,RU,1675854775
358,balotra,25.8333,72.2333,86.07,10,2,7.34,IN,1675854776
359,harqalah,36.0303,10.509,55.0,78,95,23.42,TN,1675854776
360,eyemouth,55.8713,-2.0901,45.66,80,100,21.63,GB,1675854776
361,lewes,50.8736,0.0113,43.09,62,4,6.64,GB,1675854777
362,kankon,15.0167,74.0167,83.91,54,60,10.94,IN,1675854777
363,taunggyi,20.7833,97.0333,65.88,25,0,6.2,MM,1675854778
364,tanout,14.9709,8.8879,84.45,11,58,19.62,NE,1675854778
365,havoysund,70.9963,24.6622,37.44,66,100,33.15,NO,1675854778
366,emerald,-23.5333,148.1667,78.35,66,54,20.42,AU,1675854779
367,arica,-18.475,-70.3042,71.92,83,91,2.51,CL,1675854779
368,kokopo,-4.352,152.2633,80.8,78,100,9.35,PG,1675854780
369,prince rupert,54.3161,-130.3201,39.29,93,100,5.75,CA,1675854761
370,muli,2.9167,73.5667,81.63,67,93,9.35,MV,1675854780
371,eydhafushi,5.1033,73.0708,81.25,67,76,8.12,MV,1675854781
372,half moon bay,37.4636,-122.4286,50.07,74,1,4.88,US,1675854781
373,listvyanskiy,54.4399,83.4984,1.87,98,100,2.3,RU,1675854782
374,nykoping,58.753,17.0079,38.97,88,100,10.45,SE,1675854782
375,broken hill,-31.95,141.4333,82.26,17,0,8.5,AU,1675854783
376,meulaboh,4.1363,96.1285,79.32,81,98,1.9,ID,1675854784
377,yulin,22.6333,110.15,71.49,81,99,8.63,CN,1675854784
378,grindavik,63.8424,-22.4338,26.55,80,75,29.93,IS,1675854786
379,kamaishi,39.2667,141.8833,31.01,82,92,3.02,JP,1675854786
380,la palma,33.8464,-118.0467,60.91,53,0,0.0,US,1675854787
381,muros,42.7762,-9.0603,50.88,59,0,9.73,ES,1675854788
382,paraiso,9.8383,-83.8656,57.22,93,51,4.09,CR,1675854788
383,teglas,47.7167,21.6833,32.34,62,4,9.48,HU,1675854789
384,luwingu,-10.2621,29.9271,63.61,93,100,5.88,ZM,1675854789
385,aqtobe,50.2797,57.2072,14.09,67,0,11.18,KZ,1675854790
386,santo domingo,18.5001,-69.9886,67.44,93,1,7.96,DO,1675854588
387,talcahuano,-36.7167,-73.1167,57.04,77,0,3.87,CL,1675854615
388,port moresby,-9.4431,147.1797,74.14,94,100,7.14,PG,1675854791
389,assiniboia,49.6334,-105.9845,33.44,80,100,12.41,CA,1675854521
390,port macquarie,-31.4333,152.9167,70.18,74,10,7.25,AU,1675854792
391,bonthe,7.5264,-12.505,86.02,53,49,4.0,SL,1675854792
392,sorong,-0.8833,131.25,80.06,83,100,15.59,ID,1675854793
393,ray,23.6833,85.05,80.42,18,1,13.67,IN,1675854793
394,tilichiki,60.4667,166.1,-24.39,91,34,10.16,RU,1675854794
395,eureka,40.8021,-124.1637,45.45,90,96,3.56,US,1675854263
396,smithers,54.7804,-127.1743,19.26,97,98,0.31,CA,1675854795
397,goderich,43.7501,-81.7165,32.58,90,39,13.71,CA,1675854796
398,wanning,18.8003,110.3967,74.3,86,73,8.25,CN,1675854797
399,erzin,36.9559,36.2,44.89,37,4,13.89,TR,1675854798
400,gat,31.61,34.7642,53.83,58,93,21.07,IL,1675854798
401,nuevo progreso,23.1667,-97.95,68.81,93,28,2.77,MX,1675854799
402,tevaitoa,-16.7833,-151.5,80.33,73,4,10.71,PF,1675854800
403,berdigestyakh,62.0989,126.6992,-36.9,100,99,1.97,RU,1675854801
404,winona,43.9666,-91.7668,21.06,92,5,5.46,US,1675854802
405,normandin,48.8333,-72.5321,26.91,78,47,13.65,CA,1675854803
406,douglas,41.3,-96.167,32.94,82,0,6.89,US,1675854803
407,kenai,60.5544,-151.2583,13.93,91,96,7.58,US,1675854804
408,strunino,56.3833,38.5667,22.78,92,96,8.41,RU,1675854804
409,matagami,49.7502,-77.6328,-10.61,99,70,4.36,CA,1675854805
410,sitka,57.0531,-135.33,35.73,92,100,3.67,US,1675854603
411,xuddur,4.1213,43.8894,91.56,26,2,16.6,SO,1675854806
412,kitgum,3.2783,32.8867,96.84,15,62,7.14,UG,1675854806
413,sistranda,63.7256,8.834,40.05,65,100,13.06,NO,1675854807
414,necochea,-38.5473,-58.7368,72.25,75,60,4.65,AR,1675854808
415,aswan,24.0934,32.907,67.55,22,84,16.35,EG,1675854809
416,nemuro,43.3236,145.575,23.02,72,98,5.79,JP,1675854810
417,bereda,43.2686,-7.5406,48.15,75,4,2.77,ES,1675854810
418,korla,41.7597,86.1469,33.75,62,2,3.22,CN,1675854811
419,straumen,63.8709,11.2999,30.58,84,99,3.11,NO,1675854812
420,linxia,35.6003,103.2064,28.71,85,92,5.7,CN,1675854813
421,miraflores,19.2167,-98.8083,55.02,67,0,2.84,MX,1675854813
422,kondagaon,19.6,81.6667,88.47,14,18,9.86,IN,1675854814
423,kismayo,-0.3582,42.5454,83.19,65,2,16.73,SO,1675854815
424,isabela,6.7085,121.9711,78.22,82,100,3.69,PH,1675854815
425,fare,-16.7,-151.0167,80.11,76,12,11.36,PF,1675854816
426,corinto,37.9407,22.9573,41.58,60,90,8.66,GR,1675854569
427,torrington,41.8007,-73.1212,33.22,95,40,4.47,US,1675854661
428,omboue,-1.5746,9.2618,87.6,58,61,4.25,GA,1675854817
429,letlhakane,-21.4167,25.5833,88.43,33,99,8.14,BW,1675854818
430,khilok,51.3674,110.4676,1.76,98,45,1.05,RU,1675854819
431,nishihara,26.1842,127.7558,65.32,74,86,13.62,JP,1675854819
432,batsfjord,70.6345,29.7185,30.51,75,89,31.59,NO,1675854820
433,kawalu,-7.3817,108.2082,72.86,98,100,1.1,ID,1675854820
434,ambilobe,-13.2,49.05,85.33,70,96,7.02,MG,1675854820
435,vanimo,-2.6741,141.3028,77.32,93,100,6.53,PG,1675854821
436,gamboula,4.1178,15.1393,98.01,9,58,5.82,CF,1675854822
437,guerrero,17.6667,-100.0,61.3,69,0,3.67,MX,1675854822
438,valentin gomez farias,28.2167,-106.5833,32.72,50,0,7.96,MX,1675854823
439,kosh-agach,50.0,88.6667,0.91,83,100,3.6,RU,1675854823
440,obo,5.3998,26.4869,96.89,8,4,9.42,CF,1675854823
441,biak,-0.9131,122.8766,76.66,83,100,8.93,ID,1675854824
442,touros,-5.1989,-35.4608,81.36,68,100,12.15,BR,1675854824
443,matara,5.9485,80.5353,83.86,69,92,8.21,LK,1675854825
444,marsa matruh,31.3525,27.2453,55.27,53,100,14.72,EG,1675854825
445,ketchikan,55.3422,-131.6461,35.91,98,100,4.83,US,1675854825
446,rio gallegos,-51.6226,-69.2181,62.24,50,91,16.71,AR,1675854826
447,campbellton,48.0075,-66.6727,11.57,98,100,1.45,CA,1675854827
448,clevelandia,-26.3958,-52.4708,68.04,67,0,2.82,BR,1675854622
449,sinazongwe,-17.2614,27.4618,80.8,67,42,5.53,ZM,1675854827
450,podyuga,61.095,40.8647,27.68,95,100,7.27,RU,1675854828
451,belyy yar,53.6039,91.3903,17.98,97,100,2.64,RU,1675854828
452,la ronge,55.1001,-105.2842,11.3,95,34,5.66,CA,1675854828
453,ostrovnoy,68.0531,39.5131,26.24,72,25,18.34,RU,1675854829
454,whitehorse,60.7161,-135.0538,4.3,96,100,4.68,CA,1675854829
455,mezen,65.8522,44.24,26.46,91,6,7.38,RU,1675854830
456,bridgetown,13.1,-59.6167,76.35,80,19,16.22,BB,1675854784
457,hasaki,35.7333,140.8333,46.8,70,100,12.66,JP,1675854830
458,mandalgovi,45.7625,106.2708,12.94,90,100,5.23,MN,1675854831
459,chandbali,20.7833,86.7667,82.17,49,30,15.93,IN,1675854831
460,vazante,-17.9869,-46.9078,73.33,79,87,1.88,BR,1675854535
461,coos bay,43.3665,-124.2179,43.39,88,94,3.11,US,1675854832
462,rorvik,64.8621,11.2373,39.85,67,100,24.43,NO,1675854832
463,henties bay,-22.116,14.2845,69.24,77,92,8.7,NA,1675854541
464,shimoda,34.6667,138.95,43.11,79,57,8.9,JP,1675854833
465,general higinio morinigo,-25.95,-55.9167,74.82,45,11,3.09,PY,1675854833
466,hirara,24.8,125.2833,70.25,77,97,15.17,JP,1675854834
467,katsuura,35.1333,140.3,47.62,82,99,9.84,JP,1675854834
468,tura,25.5198,90.2201,74.05,38,2,1.5,IN,1675854834
469,nioro,13.35,-15.75,86.85,12,61,9.62,GM,1675854835
470,nuristan,35.3,70.8333,19.33,71,100,4.12,AF,1675854835
471,victoria,22.2855,114.1577,66.83,89,98,15.14,HK,1675854836
472,polewali,-3.4324,119.3435,81.25,79,77,2.21,ID,1675854836
473,port blair,11.6667,92.75,81.34,62,62,12.77,IN,1675854836
474,haines junction,60.7522,-137.5108,-2.02,100,98,2.24,CA,1675854837
475,montichiari,45.4152,10.3907,40.08,50,5,4.79,IT,1675854837
476,kijang,35.2442,129.2139,46.18,37,18,8.05,KR,1675854838
477,mujiayingzi,42.1167,118.7833,24.57,23,6,3.83,CN,1675854838
478,ngama,11.7833,17.1667,94.84,9,94,11.12,TD,1675854839
479,agirish,61.9247,63.0231,16.77,94,100,10.49,RU,1675854839
480,turukhansk,65.8167,87.9833,-0.2,99,95,3.8,RU,1675854840
481,bazarnyy karabulak,52.2683,46.4144,18.54,87,38,5.7,RU,1675854840
482,esmeraldas,-19.7625,-44.3139,72.14,84,96,3.65,BR,1675854813
483,isla vista,34.4133,-119.861,54.64,50,39,5.7,US,1675854841
484,tagusao,9.1924,117.8141,78.8,80,100,4.74,PH,1675854841
485,qostanay,53.1667,63.5833,0.63,96,42,3.89,KZ,1675854842
486,billings,45.7833,-108.5007,34.36,56,100,13.87,US,1675854802
487,dunmore east,52.1514,-6.9861,47.37,82,81,17.43,IE,1675854843
488,santa cruz,-17.8,-63.1667,70.27,96,100,5.82,BO,1675854844
489,dingle,10.9995,122.6711,74.46,86,100,7.18,PH,1675854657
490,dunedin,-45.8742,170.5036,50.81,66,25,17.87,NZ,1675854845
491,comodoro rivadavia,-45.8667,-67.5,67.82,53,26,15.32,AR,1675854845
492,tigre,-34.426,-58.5796,77.13,44,79,5.97,AR,1675854846
493,karratha,-20.7377,116.8463,88.12,58,30,11.56,AU,1675854847
494,flin flon,54.7682,-101.865,10.51,95,11,5.21,CA,1675854847
495,trabzon,40.9167,39.8333,37.58,64,79,5.46,TR,1675854848
496,visby,57.6409,18.296,36.66,91,100,17.09,SE,1675854848
497,turayf,31.6725,38.6637,44.15,56,82,26.19,SA,1675854849
498,axim,4.8699,-2.2405,84.97,65,100,5.64,GH,1675854850
499,ulladulla,-35.35,150.4667,66.61,89,88,5.32,AU,1675854851
500,anupgarh,29.1911,73.2086,78.22,18,15,1.39,IN,1675854851
501,kulhudhuffushi,6.6221,73.07,80.92,72,93,9.1,MV,1675854852
502,kaeo,-35.1,173.7833,61.3,92,53,4.74,NZ,1675854852
503,huilong,31.8111,121.655,44.6,79,100,11.12,CN,1675854853
504,lekoni,-1.5843,14.2591,90.3,42,17,5.7,GA,1675854853
505,melilla,35.2937,-2.9383,58.44,69,23,7.31,ES,1675854854
506,bukachacha,52.9833,116.9167,-10.44,100,19,0.47,RU,1675854854
507,taree,-31.9,152.4667,66.78,82,26,3.78,AU,1675854855
508,hun,29.1268,15.9477,64.72,28,72,17.81,LY,1675854856
509,lasa,46.6166,10.7002,33.17,67,27,3.76,IT,1675854856
510,marawi,7.9986,124.2928,67.59,92,100,2.39,PH,1675854857
511,yala,6.3333,101.25,78.03,88,81,4.03,TH,1675854857
512,sarahan,31.5167,77.8,48.4,34,97,1.66,IN,1675854858
513,yerbogachen,61.2767,108.0108,-10.37,99,100,3.22,RU,1675854858
514,davila,18.4726,120.5763,78.75,80,6,10.09,PH,1675854860
515,birobidzhan,48.8,132.95,-12.73,94,14,4.41,RU,1675854861
516,mahajanga,-15.7167,46.3167,83.55,69,99,7.61,MG,1675854862
517,arkansas city,37.062,-97.0384,32.49,74,0,6.91,US,1675854862
518,tamworth,52.634,-1.6959,41.72,64,64,8.9,GB,1675854863
519,tokur,53.1333,132.9,-30.21,100,99,0.47,RU,1675854864
520,zeya,53.75,127.2667,-21.71,96,30,4.59,RU,1675854865
521,egvekinot,66.3167,-179.1667,-20.27,89,99,7.0,RU,1675854865
522,salalah,17.0151,54.0924,80.69,61,0,8.05,OM,1675854866
523,margate,51.3813,1.3862,42.08,58,26,7.99,GB,1675854668
524,anito,12.4497,125.2886,77.81,79,100,10.6,PH,1675854868
525,shurugwi,-19.6702,30.0059,85.37,29,26,2.98,ZW,1675854868
526,alyangula,-13.8483,136.4192,84.67,70,100,7.31,AU,1675854869
527,launceston,-41.45,147.1667,59.14,74,91,0.83,AU,1675854869
528,hamilton,39.1834,-84.5333,36.99,84,96,2.91,US,1675854647
529,botwood,49.1499,-55.3482,8.08,98,100,2.19,CA,1675854870
530,umred,20.85,79.3333,89.38,12,40,8.46,IN,1675854871
531,baiquan,47.5833,126.0833,-7.22,100,31,5.06,CN,1675854871
532,khor,47.8861,134.9464,-18.0,99,15,3.29,RU,1675854872
533,puerto madryn,-42.7692,-65.0385,69.12,40,3,5.66,AR,1675854872
534,boden,65.8252,21.6886,35.92,82,97,12.48,SE,1675854873
535,inhambane,-23.865,35.3833,87.89,60,10,10.92,MZ,1675854873
536,puerto escondido,15.85,-97.0667,75.09,67,0,5.68,MX,1675854874
537,saint-augustin,51.226,-58.6502,-2.49,98,81,4.23,CA,1675854874
538,umea,63.8284,20.2597,35.53,80,0,14.97,SE,1675854709
539,turiacu,-1.6633,-45.3717,76.06,94,100,3.13,BR,1675854681
540,alofi,-19.0595,-169.9187,80.28,80,100,13.53,NU,1675854875
541,baherden,38.4362,57.4316,55.58,54,82,14.74,TM,1675854876
542,xingcheng,40.6167,120.7167,28.18,61,6,6.42,CN,1675854876
543,mgandu,-5.95,34.1333,71.78,76,74,3.67,TZ,1675854877
544,champerico,14.3,-91.9167,73.9,74,0,6.38,GT,1675854878
545,ruteng,-8.6136,120.4721,63.86,95,98,2.19,ID,1675854878
546,mitchell,43.7094,-98.0298,20.23,90,0,5.53,US,1675854766
547,mwene-ditu,-7.0,23.45,71.4,86,100,4.16,CD,1675854879
548,inirida,3.8653,-67.9239,71.55,98,96,0.4,CO,1675854879
549,peniche,39.3558,-9.3811,51.12,88,89,21.43,PT,1675854880
550,grand gaube,-20.0064,57.6608,80.49,74,90,16.98,MU,1675854880
551,west bay,19.3667,-81.4167,78.62,75,7,22.19,KY,1675854881
552,atar,20.5169,-13.0499,71.47,16,91,13.27,MR,1675854881
553,senneterre,48.3835,-77.2328,-2.99,99,97,4.43,CA,1675854881
554,ongandjera,-17.8833,15.0667,80.98,31,100,5.97,NA,1675854882
555,pemberton,50.3164,-122.8027,20.53,94,47,2.04,CA,1675854882
556,zaranj,30.9667,61.8833,72.12,24,8,1.81,AF,1675854883
557,verkhnevilyuysk,63.4453,120.3167,-43.06,100,93,2.21,RU,1675854883
558,warrnambool,-38.3833,142.4833,59.09,91,37,9.28,AU,1675854884
559,aklavik,68.2191,-135.0107,-29.88,98,90,3.4,CA,1675854884
560,kloulklubed,7.0419,134.2556,82.6,77,65,15.61,PW,1675854884
561,qaqortoq,60.7167,-46.0333,5.16,62,96,12.8,GL,1675854648
562,kropotkin,45.4375,40.5756,24.78,85,100,16.49,RU,1675854885
563,monrovia,6.3005,-10.7969,81.55,74,82,3.71,LR,1675854886
564,nadadores,27.05,-101.6,52.77,71,81,5.64,MX,1675854886
565,elk city,35.412,-99.4043,41.76,48,100,10.56,US,1675854886
566,jieshi,22.8134,115.8257,64.33,83,100,20.85,CN,1675854887
567,lotofaga,-13.9764,-171.8578,82.63,77,99,16.26,WS,1675854887
568,sibiti,-3.6819,13.3499,75.33,83,94,2.8,CG,1675854888
569,kyren,51.6828,102.1408,7.47,85,11,2.51,RU,1675854888
570,berezivka,47.2043,30.9078,32.86,41,19,17.2,UA,1675854888
571,noumea,-22.2763,166.4572,78.78,84,100,9.19,NC,1675854889
572,okha,53.5739,142.9478,-17.72,94,100,10.71,RU,1675854890
573,parakai,-36.65,174.4333,62.01,85,5,6.89,NZ,1675854890
574,mayya,61.7333,130.2811,-40.94,100,95,1.9,RU,1675854890
575,chama,47.1821,8.4636,32.79,59,6,2.84,CH,1675854891
